Time;Type;Volume;Symbol;Price;Volume;Time;Price;Commission;Swap;Profit
2026.07.03 16:43:28;Buy;0.01;BTCUSD+;62177.77;0.01;2026.07.03 17:40:49;61980.41;;;-1.73
2026.07.03 16:43:28;Buy;0.01;BTCUSD+;62175.37;0.01;2026.07.03 16:54:04;62170.47;;;-0.04
2026.07.03 16:43:28;Buy;0.01;BTCUSD+;62177.29;0.01;2026.07.03 16:54:04;62169.34;;;-0.07
2026.07.03 16:43:34;Buy;0.01;BTCUSD+;62190.98;0.01;2026.07.03 16:44:23;62136.29;;;-0.48
2026.07.03 15:07:34;Buy;0.01;BTCUSD+;62177.77;0.01;2026.07.03 16:28:25;62112.21;;;-0.58
2026.07.03 15:07:34;Buy;0.01;BTCUSD+;62175.37;0.01;2026.07.03 15:46:42;61967.91;;;-1.81
2026.07.03 15:07:34;Buy;0.01;BTCUSD+;62177.29;0.01;2026.07.03 15:32:26;61960.65;;;-1.8900000000000001
2026.07.03 08:33:12;Buy;0.01;BTCUSD+;61701.37;0.01;2026.07.03 08:35:08;61701.37;;;0
2026.07.03 03:51:07;Buy;0.01;XAUUSD+;4144.33;0.01;2026.07.03 03:51:09;4145.3;-0.04;;0.85
2026.07.03 03:51:07;Buy;0.01;XAUUSD+;4144.33;0.01;2026.07.03 03:51:08;4146.02;-0.04;;1.48
2026.07.02 16:25:13;Buy;0.01;BTCUSD+;61969.59;0.01;2026.07.02 16:31:59;61886.88;;;-0.73
2026.07.02 16:25:13;Buy;0.01;BTCUSD+;61969.59;0.01;2026.07.02 16:30:13;61616.32;;;-3.09
2026.07.02 12:53:43;Buy;0.01;BTCUSD+;61334.2;0.01;2026.07.02 13:16:14;61276.49;;;-0.51
2026.07.02 12:53:43;Buy;0.01;BTCUSD+;61334.2;0.01;2026.07.02 12:56:25;61334.2;;;0
2026.07.02 12:53:43;Buy;0.01;BTCUSD+;61334.23;0.01;2026.07.02 12:56:25;61334.23;;;0
2026.07.02 12:53:44;Buy;0.01;BTCUSD+;61334.23;0.01;2026.07.02 12:54:04;61240.97;;;-0.81
2026.07.02 00:38:33;Buy;0.01;BTCUSD+;60777.74;0.01;2026.07.02 01:27:50;60758.93;;;-0.17
2026.07.02 01:21:17;Buy;0.01;BTCUSD+;60943.38;0.01;2026.07.02 01:26:18;60823.53;;;-1.05
2026.07.02 01:21:17;Buy;0.01;BTCUSD+;60936.32;0.01;2026.07.02 01:21:26;61325.12;;;3.42
2026.07.02 00:38:33;Buy;0.01;BTCUSD+;60777.71;0.01;2026.07.02 01:21:22;61268.24;;;4.31
2026.07.02 01:21:18;Buy;0.01;BTCUSD+;60973.19;0.01;2026.07.02 01:21:21;61243.56;;;2.38
2026.07.02 01:21:17;Buy;0.01;BTCUSD+;60943.38;0.01;2026.07.02 01:21:20;61147.3;;;1.79
2026.07.02 00:38:33;Buy;0.01;BTCUSD+;60777.74;0.01;2026.07.02 01:21:18;61083.31;;;2.68
2026.07.02 00:19:57;Buy;0.01;BTCUSD+;60513.62;0.01;2026.07.02 01:21:18;61010.97;;;4.37
2026.07.02 00:38:34;Buy;0.01;BTCUSD+;60793.76;0.01;2026.07.02 00:39:05;60721.65;;;-0.63
2026.07.02 00:38:48;Buy;0.01;BTCUSD+;60845.29;0.01;2026.07.02 00:39:00;60748.47;;;-0.85
2026.07.02 00:19:57;Buy;0.01;BTCUSD+;60511.27;0.01;2026.07.02 00:29:23;60511.27;;;0
2026.07.02 00:19:57;Buy;0.01;BTCUSD+;60513.15;0.01;2026.07.02 00:29:23;60513.15;;;0
2026.07.01 17:15:00;Buy;0.01;BTCUSD+;59980.9;0.01;2026.07.01 17:34:10;59557.1;;;-3.7199999999999998
2026.07.01 16:52:56;Buy;0.01;BTCUSD+;59438.89;0.01;2026.07.01 17:13:31;59867.01;;;3.75
2026.07.01 17:00:00;Buy;0.03;BTCUSD+;59492.3;0.03;2026.07.01 17:10:45;59678.55;;;4.9
2026.07.01 16:52:56;Buy;0.01;BTCUSD+;59438.23;0.01;2026.07.01 17:00:09;59425.15;;;-0.11
2026.07.01 16:52:56;Buy;0.01;BTCUSD+;59438.89;0.01;2026.07.01 17:00:08;59427.9;;;-0.1
2026.07.01 15:07:33;Sell;0.01;BTCUSD+;58468.01;0.01;2026.07.01 15:12:21;58468.01;;;0
2026.07.01 15:07:09;Sell;0.01;BTCUSD+;58514.05;0.01;2026.07.01 15:09:10;58525.61;;;-0.11
2026.07.01 04:39:14;Buy;0.01;BTCUSD+;58856.64;0.01;2026.07.01 04:46:35;58856.64;;;0
2026.07.01 04:10:35;Sell;0.01;BTCUSD+;58226.34;0.01;2026.07.01 04:15:08;58261.72;;;-0.32
2026.07.01 04:10:35;Sell;0.01;BTCUSD+;58226.34;0.01;2026.07.01 04:13:48;57972.74;;;2.22
2026.07.01 04:12:40;Sell;0.01;BTCUSD+;58100.81;0.01;2026.07.01 04:13:47;57945.84;;;1.3599999999999999
2026.07.01 04:12:39;Sell;0.01;BTCUSD+;58101.41;0.01;2026.07.01 04:12:58;57883.32;;;1.9100000000000001
2026.07.01 04:10:39;Sell;0.01;BTCUSD+;58168.9;0.01;2026.07.01 04:12:58;57880.11;;;2.5300000000000002
2026.07.01 04:10:39;Sell;0.01;BTCUSD+;58171.73;0.01;2026.07.01 04:11:30;58176.83;;;-0.04
2026.06.30 15:23:55;Sell;0.01;BTCUSD+;58878.78;0.01;2026.06.30 16:34:39;58264.41;;;5.4
2026.06.30 16:02:48;Sell;0.01;BTCUSD+;58338.81;0.01;2026.06.30 16:08:34;58527.77;;;-1.6600000000000001
2026.06.30 16:00:01;Sell;0.03;BTCUSD+;58426.37;0.03;2026.06.30 16:04:08;58407.25;;;0.5
2026.06.30 15:23:22;Sell;0.01;BTCUSD+;58915.78;0.01;2026.06.30 15:58:08;58493.01;;;3.71
2026.06.30 15:23:55;Sell;0.01;BTCUSD+;58878.78;0.01;2026.06.30 15:50:22;58656.9;;;1.95
2026.06.30 15:20:14;Sell;0.01;BTCUSD+;58994.24;0.01;2026.06.30 15:48:32;58744.19;;;2.19
2026.06.30 15:23:47;Sell;0.01;BTCUSD+;58907.91;0.01;2026.06.30 15:27:15;58855.61;;;0.46
2026.06.30 15:23:26;Sell;0.01;BTCUSD+;58912.2;0.01;2026.06.30 15:27:15;58855.61;;;0.49
2026.06.30 15:23:55;Sell;0.01;BTCUSD+;58878.78;0.01;2026.06.30 15:27:13;58849.65;;;0.25
2026.06.30 15:06:27;Sell;0.01;BTCUSD+;59031.22;0.01;2026.06.30 15:15:06;59031.22;;;0
2026.06.30 14:26:46;Sell;0.01;BTCUSD+;59211.14;0.01;2026.06.30 14:36:03;59221.87;;;-0.1
2026.06.30 14:32:34;Sell;0.01;BTCUSD+;59161.32;0.01;2026.06.30 14:35:05;59161.32;;;0
2026.06.30 11:16:13;Sell;0.01;BTCUSD+;59378.63;0.01;2026.06.30 11:54:59;59360.9;;;0.16
2026.06.30 11:34:12;Sell;0.01;BTCUSD+;59326.55;0.01;2026.06.30 11:54:21;59326.55;;;0
2026.06.30 06:45:09;Sell;0.01;BTCUSD+;59719.11;0.01;2026.06.30 08:24:20;59466.14;;;2.22
2026.06.30 06:46:04;Sell;0.01;BTCUSD+;59659.65;0.01;2026.06.30 06:47:37;59659.65;;;0
2026.06.29 15:04:22;Buy;0.01;BTCUSD+;60325.24;0.01;2026.06.29 15:12:33;60747.79;;;3.71
2026.06.29 15:04:22;Buy;0.01;BTCUSD+;60324.51;0.01;2026.06.29 15:08:10;60643.57;;;2.8
2026.06.29 15:04:22;Buy;0.01;BTCUSD+;60325.24;0.01;2026.06.29 15:08:02;60727.87;;;3.5300000000000002
2026.06.29 15:05:03;Buy;0.01;BTCUSD+;60419.23;0.01;2026.06.29 15:06:24;60444.48;;;0.22
2026.06.29 15:05:03;Buy;0.01;BTCUSD+;60419.23;0.01;2026.06.29 15:06:24;60444.48;;;0.22
2026.06.29 13:10:02;Buy;0.01;BTCUSD+;60315.58;0.01;2026.06.29 14:17:55;59881.47;;;-3.81
2026.06.29 13:10:02;Buy;0.01;BTCUSD+;60317.51;0.01;2026.06.29 14:04:28;60008.07;;;-2.7199999999999998
2026.06.29 10:08:31;Credit;;;;;;;;;600
2026.06.29 10:08:30;Balance;;;;;;;;;400
